sorting_criteria,post_ID,designer,design_team,view_count,save_count,like_count,comment_count,tags
new_noteworthy,27239258,sahinmia,pixelean,"18,671",24,110,72,"['ux', 'energy tracker', 'clean energy app', 'energy management', 'smart devices app', 'ux for energy', 'modernui', 'sahin mia', 'dark mode design', 'ui', 'pixelean', 'smart energy app', 'mobile app', 'app design', 'smarthome', 'product design', 'uiux']"
new_noteworthy,27237739,jobayerhm,Arobixdesign,"12,154",7,79,36,"['ai powered translation app', 'communication', 'app interface', 'chatgpt', 'ui', 'ai powered app', 'languages app design', 'translate app', 'artificial intelligence', 'education app', 'ai translator', 'ai app']"
new_noteworthy,27238410,alrazisiam,,,22,67,34,"['ai prompt interface', 'b2b landing page', 'enterprise ai', 'enterprise landing page', 'workflow automation tool', 'productivity saas', 'ai automation tool', 'workflow management', 'task automation', 'ai workspace', 'productivity tool', 'ai task management', 'website design', 'workflow automation', 'ai productivity platform', 'website', 'landing page', 'web design', 'saas landing page', 'saas']"
new_noteworthy,27239427,uipartho34,,"5,934",4,59,33,"['home page', 'wellnessapp', 'appui', 'healthcareui', 'productdesign', 'datavisualization', 'dashboardui', 'moderndesign', 'uxdesign', 'uidesign', 'mobileui', 'pregnancyapp', 'trackerapp', 'medicalapp', 'healthui', 'appdesign', 'uiux', 'mobileapp', 'healthapp', 'pregnancy']"
new_noteworthy,27240904,eugenia_proud,01design,608,0,12,3,"['nature', 'bright', 'vibrant', 'howitworks', 'web', 'website', 'treatment', 'portrait', 'playful', 'colorful', 'green', 'healthcare', 'therapy', 'iv', 'wellness']"
new_noteworthy,27239944,rixlab,,"4,091",0,43,7,"['webdesign', 'web', 'website', 'web design', 'landing page', 'software landing page', 'saas website', 'saas', 'startup', 'agency', 'claudy', 'home page design', 'ux', 'data', 'ai', 'ui']"
new_noteworthy,27239416,jahid7755,,"16,657",8,117,91,"['booking', 'mobile', 'product', 'travel', 'mobile app', 'app design', 'ux', 'ui', 'saas', 'interface', 'startup', 'service']"
new_noteworthy,27239185,rajuhossin23456,,"5,893",5,121,81,"['mobile app', 'app design', 'mobile app design', 'ui design', 'ux design', 'focus app', 'minimal ui', 'web', 'clean design', 'modern ui', 'ios app', 'leaderboard', 'friends list', 'nunito', 'streak', 'dark theme', 'productivity app', 'screen time']"
new_noteworthy,27232192,mamkindesigner,thescreenshotfirstcompany,"11,665",2,33,13,"['product design', 'ui design', 'app store visuals', 'mobile app marketing', 'app store creative', 'conversion optimization', 'app screenshots', 'app store listing', 'mobile ui', 'app marketing', 'google play', 'app store', 'app design', 'screenshot design', 'mobile app design', 'aso', 'app store preview', 'app store optimization', 'app store design', 'app store screenshots']"
new_noteworthy,27240164,uiahsanhabib,,,2,71,55,"['travel service', 'modern ui', 'app interfaces', 'journey', 'hotel booking app', 'adventure', 'vacation', 'travel agency', 'destination', 'popular', 'app design', 'travel', 'trip', 'tourism', 'ui design', 'agency', 'traveling', 'booking app', 'modern app ui', 'travel app']"
new_noteworthy,27238018,tamal-adhikary,,"15,166",2,89,67,"['app', 'web', 'mobile app', 'shopping', 'marketplace', 'fashion', 'onlineshop', 'e commerce', 'shopify', 'ecommerce', 'mobile design', 'clothing app', 'online shop', 'shoes', 'ui ux', 'fashion app', 'mobile app design', 'ios app']"
new_noteworthy,27242001,loladupre,,"8,585",0,12,0,"['eyes', 'cats', 'cat', 'paper', 'illustration', 'collage']"
new_noteworthy,27239379,asib4696,,"14,544",6,85,53,"['app design', 'health monitoring dashboard', 'design', 'ui ux design', 'heart tracking', 'pressure tracking app', 'heart rate', 'medical monitoring', 'fitness tracker', 'blood pressure monitor', 'medical app', 'health fitness', 'blood pressure monitor app', 'bp tracker ui', 'patient tracker', 'workout tracker', 'wellness app', 'activity tracker', 'blood pressure app', 'mobile app design']"
new_noteworthy,27180740,heyradiant,,570,0,3,1,"['gradient', 'insights', 'stats', 'graph', 'slides', 'pitch deck', 'charts', 'graphic design', 'startup', 'branding', 'clean', 'design']"
new_noteworthy,27238925,abdullahnoman,italica,"15,166",0,42,36,"['banking app', 'ios app', 'mvp', 'product design', 'saas', 'ux design', 'mobile ui', 'ui deign', 'finance app', 'onboarding', 'dashboard ui', 'app design', 'mobile app design', 'mobile app ui', 'mobile app', 'fintech']"
new_noteworthy,27241560,jay_uix,,320,1,13,6,"['figma to webflow', 'ux design', 'uiuxdesigners', 'figmadesigners', 'mobileappux', 'mobileappdesign', 'habitrackingapp']"
new_noteworthy,27241788,elinakapanen,,,0,7,0,"['terrain', 'satellite', 'green', 'ui design', 'ui', 'ux', 'farmer', 'farm', 'agronomy', 'fields', 'map', 'eagronom']"
new_noteworthy,27239598,uixhabib,,"1,058",3,56,39,"['mobile app', 'automation app', 'workflow app', 'modern ui', 'ux design', 'ui design', 'mobile app design', 'productivity app', 'smart workflow', 'automation', 'app design']"
new_noteworthy,27241755,thunderhenke,,"4,436",3,22,1,"['yandex', 'minimalui', 'figmadesign', 'uxdesign', 'illustrationui', 'productdesign', 'conferencewebsite', 'eventdesign', 'uiux', 'webdesign', 'landingpage']"
new_noteworthy,27238985,neopeaks,,"5,283",0,10,0,"['gromit pixel art', 'wallace and gromit pixel art', 'duck hunt pixel art']"
new_noteworthy,27239183,Blendwrk,blendwrkteam,"8,238",3,48,30,"['mobile ux', 'payment system', 'digital finance', 'app design', 'gradient ui', 'dark ui design', 'modern ui', 'user experience', 'user interface', 'financial app design', 'fintech dashboard', 'mobile app', 'ui ux design', 'mobile banking', 'money transfer', 'payment app', 'digital wallet', 'banking app', 'fintech app', 'finance app']"
new_noteworthy,27239380,neopeaks,,"5,086",0,10,0,"['8 bit', '8bit', 'pixel art', 'amy winehouse pixel art']"
new_noteworthy,27239714,Somitro123,noduslabsproduct,"4,605",7,53,34,"['mobile design', 'ui inspiration', 'dribbble shot', 'sports ui', 'data visualization', 'card ui', 'modern ui', 'figma design', 'app design', 'minimal ui', 'clean ui', 'step counter', 'heart rate tracker', 'wellness app', 'fitness dashboard', 'ui ux design', 'mobile app ui', 'health tracker', 'workout app', 'fitness app']"
new_noteworthy,27242394,HappyMondayCreative,,,0,4,0,"['repeating', 'icons', 'cute', 'spring', 'holiday', 'easter', 'surface pattern', 'illustrated', 'repeat pattern', 'rabbit', 'chick', 'bunny', 'retro', 'branding', 'pattern illustration', 'vintage', 'icon design', 'illustration', 'handdrawn']"
new_noteworthy,27216488,veoorrra,,"14,219",1,59,42,"['automated', 'computer science', 'machine learning', 'ai', 'tablet', 'eye', 'deep learning', 'ml engineer', 'data scientist', 'ai tool', 'big data', 'circuit', 'woman sitting', 'artificial intelligence', 'motion design', 'character design', 'character animation', 'motion graphics', '2d', 'animation']"
new_noteworthy,27237292,Digcy,,"2,495",2,133,20,"['reporting dashboard', 'management system', 'business', 'modern', 'minimal', 'clean', 'ui design', 'data visualization', 'admin dashboard', 'analytics', 'ecommerce', 'saas', 'uiux', 'web app design', 'product design', 'saas dashboard', 'dashboard']"
new_noteworthy,27237461,veoorrra,,"8,894",1,32,24,"['after effects', 'occupation', 'designers desk', 'interior designer', 'tablet', 'woman sitting', 'pen', 'stylus', 'stationery', 'digital artist', 'designer', 'graphic design', 'illustrator', 'drawing', 'motion design', 'character design', 'character animation', 'motion graphics', '2d', 'animation']"
new_noteworthy,27166131,uixbishwajit,,"5,786",2,64,39,"['smarthome', 'homeautomation', 'smartliving', 'mobileappdesign', 'uiuxdesign', 'appinterface', 'dashboarddesign', 'minimaldesign', 'userexperience', 'interactiondesign', 'digitalproduct', 'smartdevices', 'futureliving', 'connectedhome', 'cleanui', 'modernui', 'designinspiration', 'mobile app', 'ux design', 'product design']"
new_noteworthy,27225874,rakib002,,,6,27,8,"['modern web design agancy', 'digital agancy website ui design', 'design studio', 'interface', 'website development', 'landing page', 'web design', 'marketing website', 'digital experiance', 'clean ui', 'modern ui', 'dark', 'agancy', 'header short', 'agancy website', 'ux', 'branding', '3d', 'animation', 'ui']"
new_noteworthy,27237495,alaminuix07,,"6,563",6,84,61,"['app design', 'product', 'app', 'iot', 'smart home', 'ux', 'ui', 'interface', 'startup', 'service', 'mobile app', 'mobile']"
new_noteworthy,27238496,buqancreative,,"10,127",0,15,1,"['house artwork', 'graphic design', 'vector illustration', 'farmhouse art', 'ranch architecture', 'building illustration', 'neon style', 'bold colors', 'minimal illustration', 'flat vector', 'country architecture', 'rural house', 'barn house illustration', 'flat house illustration', 'farmhouse design', 'country ranch', 'ranch home', 'country house', 'farmhouse illustration', 'ranch house']"
new_noteworthy,27237437,luminar-workshop,,"4,663",6,71,51,"['audio player app', 'ui ux', 'mobile app', 'content platform', 'podcast app', 'audio podcast', 'podcast player', 'music app', 'minimal ui', 'media app', 'audio streaming', 'streaming', 'streaming app', 'entertainment app', 'music player', 'audio app']"
new_noteworthy,27242693,iftikharshaikh,inarastudio,"1,885",1,19,1,"['calorie tracker', 'ai app', 'interface design', 'product', 'mobile design']"
new_noteworthy,27235407,yeasinarafat33,,,8,122,88,"['data visualization', 'saas', 'mobile app', 'management app', 'wordflow builder', 'user interface', 'design', 'fintech', 'uxui', 'statistics', 'web', 'dashboard ui', 'analytics app', 'no code', 'app design', 'mobile ui', 'workflow', 'automation']"
new_noteworthy,27241033,madebyoutloud,,"22,233",4,25,3,"['crypto', 'finance', 'motion', 'logo', 'branding', 'mobile icon', 'mobile app', 'ui', 'design']"
new_noteworthy,27236041,uimamun615,,,10,79,52,"['modernui', 'ecommerceapp', 'wishlist', 'addtocart', 'retaildesign', 'fashionapp', 'onlineshopping', 'productpage', 'onboarding', 'productdesign', 'shoestore', 'sneakerapp', 'uxdesign', 'uidesign', 'mobileui', 'shoppingapp', 'ecommerce']"
new_noteworthy,27235336,Rabbir07,noduslabsproduct,,3,80,69,"['trending ui', 'design inspiration', 'ux case study', 'interface design', 'content app', 'story ui', 'profile ui', 'ios app design', 'clean ui design', 'minimal ui design', 'modern ui design', 'dark ui design', 'dark mode ui', 'social feed ui', 'ui ux design', 'app ui design', 'mobile ui design', 'mobile app ui', 'social app ui', 'social media app']"
new_noteworthy,27235846,sknahidhasan0011,,"5,548",0,52,39,"['growth', 'ui', 'ux', 'product', 'website', 'landing', 'startup', 'saas']"
new_noteworthy,27234671,ashik1172,,"9,633",2,85,63,"['mindfulness healthcare', 'app design', 'health app', 'minimal design', 'calming ui', 'mood tracker', 'sleep stories', 'sleep app', 'meditation app', 'wellness app', 'ux design', 'ui design', 'mobile app', 'mindfulness', 'mental health']"
new_noteworthy,25995199,qclay,,"1,745,228",225,972,24,"['fintech landing page', 'finance', 'crypto landing page', 'gambling', 'landing page', 'web design', 'fintech', 'startup', 'trading', 'investment', 'cryptocurrency', 'qclay', 'platform', 'blockchain']"
new_noteworthy,27235874,gm-studio,,"7,078",6,74,57,"['app', 'mobile app', 'app design', 'mobile app design', 'health app', 'medical care', 'medical app', 'medicine', 'healthcare', 'pharmacy', 'pharmacy app', 'supplements app', 'vitamins', 'supplements', 'product design', 'mobile', 'medical', 'telemedicine', 'promo']"
